ordinal	assembly	fullName	name	action	target	basis
294	SomeEngine.Graphics.Direct3D12	SomeEngine.Graphics.Direct3D12.EntityTable<T>	EntityTable	删除	—	wrapper/generation owner 删除后不再需要 slot+generation EntityTable。
295	SomeEngine.Graphics.Direct3D12	SomeEngine.Graphics.Direct3D12.EntityTable<T>.Entry	Entry	删除	—	wrapper/generation owner 删除后不再需要 slot+generation EntityTable。
296	SomeEngine.Graphics.Direct3D12	SomeEngine.Graphics.Direct3D12.NativeAccelerationStructureBinding	NativeAccelerationStructureBinding	删除	—	NativeBinding/Payload 及资源 subclass 重复 WriteDescriptorSet；使用 flat descriptor write。
297	SomeEngine.Graphics.Direct3D12	SomeEngine.Graphics.Direct3D12.NativeAccelerationStructureBindlessValue	NativeAccelerationStructureBindlessValue	删除	—	bindless value subclass 只是在 DescriptorHandle 外再包资源引用；合并进 DescriptorHeap entry。
298	SomeEngine.Graphics.Direct3D12	SomeEngine.Graphics.Direct3D12.NativeBindGroup	NativeBindGroup	改名	D3D12DescriptorSet	BindGroup vocabulary 统一为 DescriptorSet vocabulary。
299	SomeEngine.Graphics.Direct3D12	SomeEngine.Graphics.Direct3D12.NativeBindGroupLayout	NativeBindGroupLayout	改名	D3D12DescriptorSetLayout	BindGroup vocabulary 统一为 DescriptorSet vocabulary。
300	SomeEngine.Graphics.Direct3D12	SomeEngine.Graphics.Direct3D12.NativeBinding	NativeBinding	删除	—	NativeBinding/Payload 及资源 subclass 重复 WriteDescriptorSet；使用 flat descriptor write。
301	SomeEngine.Graphics.Direct3D12	SomeEngine.Graphics.Direct3D12.NativeBindingPayload	NativeBindingPayload	删除	—	NativeBinding/Payload 及资源 subclass 重复 WriteDescriptorSet；使用 flat descriptor write。
302	SomeEngine.Graphics.Direct3D12	SomeEngine.Graphics.Direct3D12.NativeBindlessEntry	NativeBindlessEntry	改名	D3D12DescriptorHeap.Entry	bindless 公共概念已统一为 DescriptorHeap/DescriptorHandle。
303	SomeEngine.Graphics.Direct3D12	SomeEngine.Graphics.Direct3D12.NativeBindlessTable	NativeBindlessTable	改名	D3D12DescriptorHeap	bindless 公共概念已统一为 DescriptorHeap/DescriptorHandle。
304	SomeEngine.Graphics.Direct3D12	SomeEngine.Graphics.Direct3D12.NativeBindlessValue	NativeBindlessValue	删除	—	bindless value subclass 只是在 DescriptorHandle 外再包资源引用；合并进 DescriptorHeap entry。
305	SomeEngine.Graphics.Direct3D12	SomeEngine.Graphics.Direct3D12.NativeBuffer	NativeBuffer	改名	D3D12Buffer	backend 类型用显式 D3D12 owner 名；它们直接实现/继承 public owner。
306	SomeEngine.Graphics.Direct3D12	SomeEngine.Graphics.Direct3D12.NativeBuffer.ClearDescriptor	ClearDescriptor	删除	—	clear descriptor 是 D3D12Buffer 的一个字段，不是独立概念。
307	SomeEngine.Graphics.Direct3D12	SomeEngine.Graphics.Direct3D12.NativeBufferBinding	NativeBufferBinding	删除	—	NativeBinding/Payload 及资源 subclass 重复 WriteDescriptorSet；使用 flat descriptor write。
308	SomeEngine.Graphics.Direct3D12	SomeEngine.Graphics.Direct3D12.NativeBufferBindlessValue	NativeBufferBindlessValue	删除	—	bindless value subclass 只是在 DescriptorHandle 外再包资源引用；合并进 DescriptorHeap entry。
309	SomeEngine.Graphics.Direct3D12	SomeEngine.Graphics.Direct3D12.NativeBufferView	NativeBufferView	改名	D3D12BufferView	backend 类型用显式 D3D12 owner 名；它们直接实现/继承 public owner。
310	SomeEngine.Graphics.Direct3D12	SomeEngine.Graphics.Direct3D12.NativeCommandList	NativeCommandList	改名	D3D12CommandList	backend 类型用显式 D3D12 owner 名；它们直接实现/继承 public owner。
311	SomeEngine.Graphics.Direct3D12	SomeEngine.Graphics.Direct3D12.NativeComputePipeline	NativeComputePipeline	改名	D3D12ComputePipeline	backend 类型用显式 D3D12 owner 名；它们直接实现/继承 public owner。
312	SomeEngine.Graphics.Direct3D12	SomeEngine.Graphics.Direct3D12.NativeCpuDescriptor	NativeCpuDescriptor	改名	DescriptorAllocation	backend 类型用显式 D3D12 owner 名；它们直接实现/继承 public owner。
313	SomeEngine.Graphics.Direct3D12	SomeEngine.Graphics.Direct3D12.NativeDevice	NativeDevice	合并	D3D12Device	public/backend Device 两层合成一个 D3D12Device。
314	SomeEngine.Graphics.Direct3D12	SomeEngine.Graphics.Direct3D12.NativeDiagnosticDrain	NativeDiagnosticDrain	改名	D3D12InfoQueue	backend 类型用显式 D3D12 owner 名；它们直接实现/继承 public owner。
315	SomeEngine.Graphics.Direct3D12	SomeEngine.Graphics.Direct3D12.NativeFormat	NativeFormat	删除	—	转换函数内联到 D3D12Device/D3D12CommandList；Native* 静态容器不是领域类型。
316	SomeEngine.Graphics.Direct3D12	SomeEngine.Graphics.Direct3D12.NativeHeap	NativeHeap	改名	D3D12Heap	backend 类型用显式 D3D12 owner 名；它们直接实现/继承 public owner。
317	SomeEngine.Graphics.Direct3D12	SomeEngine.Graphics.Direct3D12.NativeLifetime	NativeLifetime	删除	—	public owner 自己承担 lifetime；generic NativeLifetime 基类不再形成第二个 owner 层。
318	SomeEngine.Graphics.Direct3D12	SomeEngine.Graphics.Direct3D12.NativeMeshPipeline	NativeMeshPipeline	改名	D3D12MeshPipeline	backend 类型用显式 D3D12 owner 名；它们直接实现/继承 public owner。
319	SomeEngine.Graphics.Direct3D12	SomeEngine.Graphics.Direct3D12.NativePipeline	NativePipeline	删除	—	public Pipeline 已是 backend pipeline 的共同 owner；额外 NativePipeline root 删除。
320	SomeEngine.Graphics.Direct3D12	SomeEngine.Graphics.Direct3D12.NativePipelineLayout	NativePipelineLayout	改名	D3D12PipelineLayout	backend 类型用显式 D3D12 owner 名；它们直接实现/继承 public owner。
321	SomeEngine.Graphics.Direct3D12	SomeEngine.Graphics.Direct3D12.NativePipelineLibrary	NativePipelineLibrary	改名	D3D12PipelineLibrary	backend 类型用显式 D3D12 owner 名；它们直接实现/继承 public owner。
322	SomeEngine.Graphics.Direct3D12	SomeEngine.Graphics.Direct3D12.NativePipelineShader	NativePipelineShader	合并	ShaderBytecode	shader bytecode/root binding 直接用 D3D12 标准结构。
323	SomeEngine.Graphics.Direct3D12	SomeEngine.Graphics.Direct3D12.NativeQueryPool	NativeQueryPool	改名	D3D12QueryPool	backend 类型用显式 D3D12 owner 名；它们直接实现/继承 public owner。
324	SomeEngine.Graphics.Direct3D12	SomeEngine.Graphics.Direct3D12.NativeQueue	NativeQueue	改名	D3D12Queue	backend 类型用显式 D3D12 owner 名；它们直接实现/继承 public owner。
325	SomeEngine.Graphics.Direct3D12	SomeEngine.Graphics.Direct3D12.NativeQueueType	NativeQueueType	删除	—	转换函数内联到 D3D12Device/D3D12CommandList；Native* 静态容器不是领域类型。
326	SomeEngine.Graphics.Direct3D12	SomeEngine.Graphics.Direct3D12.NativeRasterization	NativeRasterization	删除	—	转换函数内联到 D3D12Device/D3D12CommandList；Native* 静态容器不是领域类型。
327	SomeEngine.Graphics.Direct3D12	SomeEngine.Graphics.Direct3D12.NativeRasterPipeline	NativeRasterPipeline	改名	D3D12RasterPipeline	backend 类型用显式 D3D12 owner 名；它们直接实现/继承 public owner。
328	SomeEngine.Graphics.Direct3D12	SomeEngine.Graphics.Direct3D12.NativeRayTracingPipeline	NativeRayTracingPipeline	改名	D3D12RayTracingPipeline	backend 类型用显式 D3D12 owner 名；它们直接实现/继承 public owner。
329	SomeEngine.Graphics.Direct3D12	SomeEngine.Graphics.Direct3D12.NativeResourceSynchronization	NativeResourceSynchronization	删除	—	转换函数内联到 D3D12Device/D3D12CommandList；Native* 静态容器不是领域类型。
330	SomeEngine.Graphics.Direct3D12	SomeEngine.Graphics.Direct3D12.NativeRootBinding	NativeRootBinding	合并	RootDescriptorTable	shader bytecode/root binding 直接用 D3D12 标准结构。
331	SomeEngine.Graphics.Direct3D12	SomeEngine.Graphics.Direct3D12.NativeRootConstant	NativeRootConstant	合并	RootConstants	shader bytecode/root binding 直接用 D3D12 标准结构。
332	SomeEngine.Graphics.Direct3D12	SomeEngine.Graphics.Direct3D12.NativeSampler	NativeSampler	改名	D3D12Sampler	backend 类型用显式 D3D12 owner 名；它们直接实现/继承 public owner。
333	SomeEngine.Graphics.Direct3D12	SomeEngine.Graphics.Direct3D12.NativeSamplerBinding	NativeSamplerBinding	删除	—	NativeBinding/Payload 及资源 subclass 重复 WriteDescriptorSet；使用 flat descriptor write。
334	SomeEngine.Graphics.Direct3D12	SomeEngine.Graphics.Direct3D12.NativeSamplerBindlessValue	NativeSamplerBindlessValue	删除	—	bindless value subclass 只是在 DescriptorHandle 外再包资源引用；合并进 DescriptorHeap entry。
335	SomeEngine.Graphics.Direct3D12	SomeEngine.Graphics.Direct3D12.NativeSwapchain	NativeSwapchain	改名	D3D12Swapchain	backend 类型用显式 D3D12 owner 名；它们直接实现/继承 public owner。
336	SomeEngine.Graphics.Direct3D12	SomeEngine.Graphics.Direct3D12.NativeTexture	NativeTexture	改名	D3D12Texture	backend 类型用显式 D3D12 owner 名；它们直接实现/继承 public owner。
337	SomeEngine.Graphics.Direct3D12	SomeEngine.Graphics.Direct3D12.NativeTextureBinding	NativeTextureBinding	删除	—	NativeBinding/Payload 及资源 subclass 重复 WriteDescriptorSet；使用 flat descriptor write。
338	SomeEngine.Graphics.Direct3D12	SomeEngine.Graphics.Direct3D12.NativeTextureBindlessValue	NativeTextureBindlessValue	删除	—	bindless value subclass 只是在 DescriptorHandle 外再包资源引用；合并进 DescriptorHeap entry。
339	SomeEngine.Graphics.Direct3D12	SomeEngine.Graphics.Direct3D12.NativeTextureView	NativeTextureView	改名	D3D12TextureView	backend 类型用显式 D3D12 owner 名；它们直接实现/继承 public owner。
340	SomeEngine.Graphics.Direct3D12	SomeEngine.Graphics.Direct3D12.NativeWorkGraph	NativeWorkGraph	改名	D3D12WorkGraph	backend 类型用显式 D3D12 owner 名；它们直接实现/继承 public owner。
341	SomeEngine.Graphics.Direct3D12	SomeEngine.Graphics.Direct3D12.OpaqueNativeAccessMutation	OpaqueNativeAccessMutation	删除	—	一组 Mutation/Region subclass 只是 ResourceStateTracker 的事件表示；合并为一个 tracker。
342	SomeEngine.Graphics.Direct3D12	SomeEngine.Graphics.Direct3D12.QueryAvailabilityMutation	QueryAvailabilityMutation	删除	—	query availability 是 QueryPool 状态，不是 command mutation 层。
343	SomeEngine.Graphics.Direct3D12	SomeEngine.Graphics.Direct3D12.ResourceAccessMutation	ResourceAccessMutation	删除	—	一组 Mutation/Region subclass 只是 ResourceStateTracker 的事件表示；合并为一个 tracker。
344	SomeEngine.Graphics.Direct3D12	SomeEngine.Graphics.Direct3D12.ShaderVisibleDescriptorPool	ShaderVisibleDescriptorPool	保留	ShaderVisibleDescriptorPool	private cache/allocator/transaction helper 有独立算法职责，且名字是普通实现术语。
345	SomeEngine.Graphics.Direct3D12	SomeEngine.Graphics.Direct3D12.ShaderVisibleDescriptorPool.DescriptorAllocation	DescriptorAllocation	保留	ShaderVisibleDescriptorPool.DescriptorAllocation	private cache/allocator/transaction helper 有独立算法职责，且名字是普通实现术语。
346	SomeEngine.Graphics.Direct3D12	SomeEngine.Graphics.Direct3D12.ShaderVisibleDescriptorPool.RangeAllocator	RangeAllocator	保留	ShaderVisibleDescriptorPool.RangeAllocator	private cache/allocator/transaction helper 有独立算法职责，且名字是普通实现术语。
347	SomeEngine.Graphics.Direct3D12	SomeEngine.Graphics.Direct3D12.ShaderVisibleDescriptorPool.RangeAllocator.FreeRange	FreeRange	保留	ShaderVisibleDescriptorPool.RangeAllocator.FreeRange	private cache/allocator/transaction helper 有独立算法职责，且名字是普通实现术语。
348	SomeEngine.Graphics.Direct3D12	SomeEngine.Graphics.Direct3D12.SplitBarrierBeginMutation	SplitBarrierBeginMutation	删除	—	一组 Mutation/Region subclass 只是 ResourceStateTracker 的事件表示；合并为一个 tracker。
349	SomeEngine.Graphics.Direct3D12	SomeEngine.Graphics.Direct3D12.SplitBarrierEndMutation	SplitBarrierEndMutation	删除	—	一组 Mutation/Region subclass 只是 ResourceStateTracker 的事件表示；合并为一个 tracker。
350	SomeEngine.Graphics.Direct3D12	SomeEngine.Graphics.Direct3D12.TextureCommandResourceRegion	TextureCommandResourceRegion	删除	—	一组 Mutation/Region subclass 只是 ResourceStateTracker 的事件表示；合并为一个 tracker。
351	SomeEngine.Graphics.Direct3D12	SomeEngine.Graphics.Direct3D12.WorkGraphDispatchUse	WorkGraphDispatchUse	删除	—	Work Graph 使用/初始化状态由 D3D12WorkGraph 与 D3D12CommandList 直接持有。
352	SomeEngine.Graphics.Direct3D12	SomeEngine.Graphics.Direct3D12.WorkGraphInitialization	WorkGraphInitialization	删除	—	Work Graph 使用/初始化状态由 D3D12WorkGraph 与 D3D12CommandList 直接持有。
353	SomeEngine.Graphics.Null	SomeEngine.Graphics.Null.AccelerationStructureKey	AccelerationStructureKey	删除	—	AS key/update-row 复制了标准 build geometry；状态并入 NullAccelerationStructure。
354	SomeEngine.Graphics.Null	SomeEngine.Graphics.Null.AccelerationStructureUpdateKey	AccelerationStructureUpdateKey	删除	—	AS key/update-row 复制了标准 build geometry；状态并入 NullAccelerationStructure。
355	SomeEngine.Graphics.Null	SomeEngine.Graphics.Null.AccelerationStructureUpdateKey.AabbUpdateRow	AabbUpdateRow	删除	—	AS key/update-row 复制了标准 build geometry；状态并入 NullAccelerationStructure。
356	SomeEngine.Graphics.Null	SomeEngine.Graphics.Null.AccelerationStructureUpdateKey.TriangleUpdateRow	TriangleUpdateRow	删除	—	AS key/update-row 复制了标准 build geometry；状态并入 NullAccelerationStructure。
357	SomeEngine.Graphics.Null	SomeEngine.Graphics.Null.BarrierPayload	BarrierPayload	删除	—	Null command payload/Kind/boxed stream 是一命令一类型的重复层；合并为 Filament 式生成 CommandStream。
358	SomeEngine.Graphics.Null	SomeEngine.Graphics.Null.BeginQueryPayload	BeginQueryPayload	删除	—	Null command payload/Kind/boxed stream 是一命令一类型的重复层；合并为 Filament 式生成 CommandStream。
359	SomeEngine.Graphics.Null	SomeEngine.Graphics.Null.BeginRenderingPayload	BeginRenderingPayload	删除	—	Null command payload/Kind/boxed stream 是一命令一类型的重复层；合并为 Filament 式生成 CommandStream。
360	SomeEngine.Graphics.Null	SomeEngine.Graphics.Null.BindlessEntry	BindlessEntry	改名	NullDescriptorHeap.Entry	Null backend owner 用显式且常见的 Null* 名，并直接继承 public owner。
361	SomeEngine.Graphics.Null	SomeEngine.Graphics.Null.BuildAccelerationStructurePayload	BuildAccelerationStructurePayload	删除	—	Null command payload/Kind/boxed stream 是一命令一类型的重复层；合并为 Filament 式生成 CommandStream。
362	SomeEngine.Graphics.Null	SomeEngine.Graphics.Null.BuiltAccelerationStructure	BuiltAccelerationStructure	改名	NullAccelerationStructure	Null backend owner 用显式且常见的 Null* 名，并直接继承 public owner。
363	SomeEngine.Graphics.Null	SomeEngine.Graphics.Null.ClearBufferPayload	ClearBufferPayload	删除	—	Null command payload/Kind/boxed stream 是一命令一类型的重复层；合并为 Filament 式生成 CommandStream。
364	SomeEngine.Graphics.Null	SomeEngine.Graphics.Null.ClearDepthStencilTexturePayload	ClearDepthStencilTexturePayload	删除	—	Null command payload/Kind/boxed stream 是一命令一类型的重复层；合并为 Filament 式生成 CommandStream。
365	SomeEngine.Graphics.Null	SomeEngine.Graphics.Null.ClearSamplerFeedbackPayload	ClearSamplerFeedbackPayload	删除	—	Null command payload/Kind/boxed stream 是一命令一类型的重复层；合并为 Filament 式生成 CommandStream。
366	SomeEngine.Graphics.Null	SomeEngine.Graphics.Null.ClearTexturePayload	ClearTexturePayload	删除	—	Null command payload/Kind/boxed stream 是一命令一类型的重复层；合并为 Filament 式生成 CommandStream。
367	SomeEngine.Graphics.Null	SomeEngine.Graphics.Null.ClearUnorderedAccessBufferPayload	ClearUnorderedAccessBufferPayload	删除	—	Null command payload/Kind/boxed stream 是一命令一类型的重复层；合并为 Filament 式生成 CommandStream。
368	SomeEngine.Graphics.Null	SomeEngine.Graphics.Null.CommandRecorder	CommandRecorder	合并	NullCommandList	唯一 NullCommandList 承担 recording/Close；CommandRecorder 不再是第二层。
369	SomeEngine.Graphics.Null	SomeEngine.Graphics.Null.CommandUsageLedger	CommandUsageLedger	删除	—	CommandList 直接持有所借 owner 集；不再经 UsageLedger snapshot 一次。
370	SomeEngine.Graphics.Null	SomeEngine.Graphics.Null.CopyAccelerationStructurePayload	CopyAccelerationStructurePayload	删除	—	Null command payload/Kind/boxed stream 是一命令一类型的重复层；合并为 Filament 式生成 CommandStream。
371	SomeEngine.Graphics.Null	SomeEngine.Graphics.Null.CopyBufferPayload	CopyBufferPayload	删除	—	Null command payload/Kind/boxed stream 是一命令一类型的重复层；合并为 Filament 式生成 CommandStream。
372	SomeEngine.Graphics.Null	SomeEngine.Graphics.Null.CopyBufferToTexturePayload	CopyBufferToTexturePayload	删除	—	Null command payload/Kind/boxed stream 是一命令一类型的重复层；合并为 Filament 式生成 CommandStream。
373	SomeEngine.Graphics.Null	SomeEngine.Graphics.Null.CopyTexturePayload	CopyTexturePayload	删除	—	Null command payload/Kind/boxed stream 是一命令一类型的重复层；合并为 Filament 式生成 CommandStream。
374	SomeEngine.Graphics.Null	SomeEngine.Graphics.Null.CopyTextureToBufferPayload	CopyTextureToBufferPayload	删除	—	Null command payload/Kind/boxed stream 是一命令一类型的重复层；合并为 Filament 式生成 CommandStream。
375	SomeEngine.Graphics.Null	SomeEngine.Graphics.Null.DecodeSamplerFeedbackPayload	DecodeSamplerFeedbackPayload	删除	—	Null command payload/Kind/boxed stream 是一命令一类型的重复层；合并为 Filament 式生成 CommandStream。
376	SomeEngine.Graphics.Null	SomeEngine.Graphics.Null.Device	Device	改名	NullDevice	Null backend owner 用显式且常见的 Null* 名，并直接继承 public owner。
377	SomeEngine.Graphics.Null	SomeEngine.Graphics.Null.Device.BufferRequirementKey	BufferRequirementKey	删除	—	requirement cache 直接用规范化 Desc；mapping backend state 直接并入 BufferMapping。
378	SomeEngine.Graphics.Null	SomeEngine.Graphics.Null.Device.NullBufferMapping	NullBufferMapping	合并	BufferMapping	public BufferMapping 已是唯一映射 lifetime。
379	SomeEngine.Graphics.Null	SomeEngine.Graphics.Null.Device.SubmissionTransaction	SubmissionTransaction	保留	Device.SubmissionTransaction	Null backend 的真实 owner、原子提交模拟或布局算法有独立职责。
380	SomeEngine.Graphics.Null	SomeEngine.Graphics.Null.Device.SubmissionTransaction.QueryCounters	QueryCounters	保留	Device.SubmissionTransaction.QueryCounters	Null backend 的真实 owner、原子提交模拟或布局算法有独立职责。
381	SomeEngine.Graphics.Null	SomeEngine.Graphics.Null.Device.SubmissionTransaction.StagedBuffer	StagedBuffer	保留	Device.SubmissionTransaction.StagedBuffer	Null backend 的真实 owner、原子提交模拟或布局算法有独立职责。
382	SomeEngine.Graphics.Null	SomeEngine.Graphics.Null.Device.SubmissionTransaction.StagedQueryPool	StagedQueryPool	保留	Device.SubmissionTransaction.StagedQueryPool	Null backend 的真实 owner、原子提交模拟或布局算法有独立职责。
383	SomeEngine.Graphics.Null	SomeEngine.Graphics.Null.Device.SubmissionTransaction.StagedStorage	StagedStorage	保留	Device.SubmissionTransaction.StagedStorage	Null backend 的真实 owner、原子提交模拟或布局算法有独立职责。
384	SomeEngine.Graphics.Null	SomeEngine.Graphics.Null.Device.SubmissionTransaction.StagedTexture	StagedTexture	保留	Device.SubmissionTransaction.StagedTexture	Null backend 的真实 owner、原子提交模拟或布局算法有独立职责。
385	SomeEngine.Graphics.Null	SomeEngine.Graphics.Null.Device.TextureRequirementKey	TextureRequirementKey	删除	—	requirement cache 直接用规范化 Desc；mapping backend state 直接并入 BufferMapping。
386	SomeEngine.Graphics.Null	SomeEngine.Graphics.Null.DeviceConfiguration	DeviceConfiguration	保留	DeviceConfiguration	Null backend 的真实 owner、原子提交模拟或布局算法有独立职责。
387	SomeEngine.Graphics.Null	SomeEngine.Graphics.Null.DispatchIndirectPayload	DispatchIndirectPayload	删除	—	Null command payload/Kind/boxed stream 是一命令一类型的重复层；合并为 Filament 式生成 CommandStream。
388	SomeEngine.Graphics.Null	SomeEngine.Graphics.Null.DispatchMeshIndirectPayload	DispatchMeshIndirectPayload	删除	—	Null command payload/Kind/boxed stream 是一命令一类型的重复层；合并为 Filament 式生成 CommandStream。
389	SomeEngine.Graphics.Null	SomeEngine.Graphics.Null.DispatchMeshPayload	DispatchMeshPayload	删除	—	Null command payload/Kind/boxed stream 是一命令一类型的重复层；合并为 Filament 式生成 CommandStream。
390	SomeEngine.Graphics.Null	SomeEngine.Graphics.Null.DispatchPayload	DispatchPayload	删除	—	Null command payload/Kind/boxed stream 是一命令一类型的重复层；合并为 Filament 式生成 CommandStream。
391	SomeEngine.Graphics.Null	SomeEngine.Graphics.Null.DispatchRaysPayload	DispatchRaysPayload	删除	—	Null command payload/Kind/boxed stream 是一命令一类型的重复层；合并为 Filament 式生成 CommandStream。
392	SomeEngine.Graphics.Null	SomeEngine.Graphics.Null.DispatchWorkGraphPayload	DispatchWorkGraphPayload	删除	—	Null command payload/Kind/boxed stream 是一命令一类型的重复层；合并为 Filament 式生成 CommandStream。
393	SomeEngine.Graphics.Null	SomeEngine.Graphics.Null.DrawIndexedIndirectPayload	DrawIndexedIndirectPayload	删除	—	Null command payload/Kind/boxed stream 是一命令一类型的重复层；合并为 Filament 式生成 CommandStream。
394	SomeEngine.Graphics.Null	SomeEngine.Graphics.Null.DrawIndexedPayload	DrawIndexedPayload	删除	—	Null command payload/Kind/boxed stream 是一命令一类型的重复层；合并为 Filament 式生成 CommandStream。
395	SomeEngine.Graphics.Null	SomeEngine.Graphics.Null.DrawIndirectPayload	DrawIndirectPayload	删除	—	Null command payload/Kind/boxed stream 是一命令一类型的重复层；合并为 Filament 式生成 CommandStream。
396	SomeEngine.Graphics.Null	SomeEngine.Graphics.Null.DrawPayload	DrawPayload	删除	—	Null command payload/Kind/boxed stream 是一命令一类型的重复层；合并为 Filament 式生成 CommandStream。
397	SomeEngine.Graphics.Null	SomeEngine.Graphics.Null.EmitAccelerationStructureCompactedSizePayload	EmitAccelerationStructureCompactedSizePayload	删除	—	Null command payload/Kind/boxed stream 是一命令一类型的重复层；合并为 Filament 式生成 CommandStream。
398	SomeEngine.Graphics.Null	SomeEngine.Graphics.Null.EncodeSamplerFeedbackPayload	EncodeSamplerFeedbackPayload	删除	—	Null command payload/Kind/boxed stream 是一命令一类型的重复层；合并为 Filament 式生成 CommandStream。
399	SomeEngine.Graphics.Null	SomeEngine.Graphics.Null.EndQueryPayload	EndQueryPayload	删除	—	Null command payload/Kind/boxed stream 是一命令一类型的重复层；合并为 Filament 式生成 CommandStream。
400	SomeEngine.Graphics.Null	SomeEngine.Graphics.Null.EndRenderingPayload	EndRenderingPayload	删除	—	Null command payload/Kind/boxed stream 是一命令一类型的重复层；合并为 Filament 式生成 CommandStream。
401	SomeEngine.Graphics.Null	SomeEngine.Graphics.Null.EntityTable<T>	EntityTable	删除	—	public owner 与 backend owner 合并后，不再需要 EntityTable/Slot/NullPosition generation 系统。
402	SomeEngine.Graphics.Null	SomeEngine.Graphics.Null.EntityTable<T>.Slot	Slot	删除	—	public owner 与 backend owner 合并后，不再需要 EntityTable/Slot/NullPosition generation 系统。
403	SomeEngine.Graphics.Null	SomeEngine.Graphics.Null.InsertDebugMarkerPayload	InsertDebugMarkerPayload	删除	—	Null command payload/Kind/boxed stream 是一命令一类型的重复层；合并为 Filament 式生成 CommandStream。
404	SomeEngine.Graphics.Null	SomeEngine.Graphics.Null.NullAccelerationStructureBinding	NullAccelerationStructureBinding	删除	—	descriptor binding/value subclass 重复 WriteDescriptorSet/DescriptorHeap entry。
405	SomeEngine.Graphics.Null	SomeEngine.Graphics.Null.NullAccelerationStructureBindlessValue	NullAccelerationStructureBindlessValue	删除	—	descriptor binding/value subclass 重复 WriteDescriptorSet/DescriptorHeap entry。
406	SomeEngine.Graphics.Null	SomeEngine.Graphics.Null.NullBindGroup	NullBindGroup	改名	NullDescriptorSet	Null backend owner 用显式且常见的 Null* 名，并直接继承 public owner。
407	SomeEngine.Graphics.Null	SomeEngine.Graphics.Null.NullBindGroupLayout	NullBindGroupLayout	改名	NullDescriptorSetLayout	Null backend owner 用显式且常见的 Null* 名，并直接继承 public owner。
408	SomeEngine.Graphics.Null	SomeEngine.Graphics.Null.NullBinding	NullBinding	删除	—	descriptor binding/value subclass 重复 WriteDescriptorSet/DescriptorHeap entry。
409	SomeEngine.Graphics.Null	SomeEngine.Graphics.Null.NullBindlessTable	NullBindlessTable	改名	NullDescriptorHeap	Null backend owner 用显式且常见的 Null* 名，并直接继承 public owner。
410	SomeEngine.Graphics.Null	SomeEngine.Graphics.Null.NullBindlessValue	NullBindlessValue	删除	—	descriptor binding/value subclass 重复 WriteDescriptorSet/DescriptorHeap entry。
411	SomeEngine.Graphics.Null	SomeEngine.Graphics.Null.NullBuffer	NullBuffer	保留	NullBuffer	Null backend 的真实 owner、原子提交模拟或布局算法有独立职责。
412	SomeEngine.Graphics.Null	SomeEngine.Graphics.Null.NullBufferBinding	NullBufferBinding	删除	—	descriptor binding/value subclass 重复 WriteDescriptorSet/DescriptorHeap entry。
413	SomeEngine.Graphics.Null	SomeEngine.Graphics.Null.NullBufferBindlessValue	NullBufferBindlessValue	删除	—	descriptor binding/value subclass 重复 WriteDescriptorSet/DescriptorHeap entry。
414	SomeEngine.Graphics.Null	SomeEngine.Graphics.Null.NullBufferView	NullBufferView	保留	NullBufferView	Null backend 的真实 owner、原子提交模拟或布局算法有独立职责。
415	SomeEngine.Graphics.Null	SomeEngine.Graphics.Null.NullCommandList	NullCommandList	保留	NullCommandList	Null backend 的真实 owner、原子提交模拟或布局算法有独立职责。
416	SomeEngine.Graphics.Null	SomeEngine.Graphics.Null.NullDeviceStatistics	NullDeviceStatistics	保留	NullDeviceStatistics	Null backend 的真实 owner、原子提交模拟或布局算法有独立职责。
417	SomeEngine.Graphics.Null	SomeEngine.Graphics.Null.NullHeap	NullHeap	保留	NullHeap	Null backend 的真实 owner、原子提交模拟或布局算法有独立职责。
418	SomeEngine.Graphics.Null	SomeEngine.Graphics.Null.NullPipeline	NullPipeline	保留	NullPipeline	Null backend 的真实 owner、原子提交模拟或布局算法有独立职责。
419	SomeEngine.Graphics.Null	SomeEngine.Graphics.Null.NullPipelineLayout	NullPipelineLayout	保留	NullPipelineLayout	Null backend 的真实 owner、原子提交模拟或布局算法有独立职责。
420	SomeEngine.Graphics.Null	SomeEngine.Graphics.Null.NullPosition	NullPosition	删除	—	public owner 与 backend owner 合并后，不再需要 EntityTable/Slot/NullPosition generation 系统。
421	SomeEngine.Graphics.Null	SomeEngine.Graphics.Null.NullQueryPool	NullQueryPool	保留	NullQueryPool	Null backend 的真实 owner、原子提交模拟或布局算法有独立职责。
422	SomeEngine.Graphics.Null	SomeEngine.Graphics.Null.NullRayTracingPipeline	NullRayTracingPipeline	删除	—	ray-tracing 状态并入 NullPipeline；不再创建第二个 pipeline owner。
423	SomeEngine.Graphics.Null	SomeEngine.Graphics.Null.NullSampler	NullSampler	保留	NullSampler	Null backend 的真实 owner、原子提交模拟或布局算法有独立职责。
424	SomeEngine.Graphics.Null	SomeEngine.Graphics.Null.NullSamplerBinding	NullSamplerBinding	删除	—	descriptor binding/value subclass 重复 WriteDescriptorSet/DescriptorHeap entry。
425	SomeEngine.Graphics.Null	SomeEngine.Graphics.Null.NullSamplerBindlessValue	NullSamplerBindlessValue	删除	—	descriptor binding/value subclass 重复 WriteDescriptorSet/DescriptorHeap entry。
426	SomeEngine.Graphics.Null	SomeEngine.Graphics.Null.NullSwapchain	NullSwapchain	保留	NullSwapchain	Null backend 的真实 owner、原子提交模拟或布局算法有独立职责。
